tweet,existence,existence.confidence
"Climate Change culprit for ""Off-the-Charts"" Pollen Counts... [link]",1,0.8164
Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level [link],1,0.8205
Allergy Season To Worsen With Climate Change: Report: A new report released on Wednesday by the National Wildlife... [link],1,1
Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level [link],1,1
"Author Nikolas Kozloff on ""No Rain in the Amazon: How South America's Climate Change Affects the Entire Planet"" [link]",2,0.6819
How do we solve this global warming thing? [link],1,0.7997
Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level [link],1,0.8731
Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level [link],1,0.7796
Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level [link],1,0.6111
How do we solve this global warming thing? [link],1,1
How do we solve this global warming thing? [link],1,0.8182
Report: Allergy Season to Get Worse with Climate Change (Time.com) [link],1,0.8033
Cute. I mention global warming and a denialist sends me a link to a Finnish newspaper article purportedly refuting it.,1,0.7862
Is nationalizing the energy industry necessary to fight global warming?  [link],1,0.7995
Blog|A preliminary analysis suggests that natural gas could contribute far more to global warming than previously .. [link],1,1
Iceland volcano not likely to slow global warming|A vast cloud from an intensifying volcanic eruption in Iceland .. [link],1,1
Iceland volcano not likely to slow global warming|A vast cloud from an intensifying volcanic eruption in Iceland .. [link],1,1
reading from @time Allergies Worse Than Ever? Blame Global Warming [link],1,1
The $6BN REDD+ forest conservation partnership to curb climate change leaves on env'l groups & indigenous populations. [link],2,0.6058
"2/3rds of Tbaggers don't think climate change is a serious problem. As I said, they're ignorant.",1,1
Missing' heat may affect future climate change [link],1,0.5899
Climate Change - Building a Green Economy [link],1,1
Climate change threatening Glacier National Park and Montana's economy - Examiner.com [link],1,0.798
New York: Climate change could raise cost of allergies [link],1,0.5979
Ecotone: #Climate change from a #population perspective [link],1,0.581
Climate change blamed as coastal whale migration dwindles À_ Ventura County.. [link],1,0.8767
"Think your allergies are bad now? Wait until climate change kicks in, Michig.. [link]",1,1
Exclusive: Climate change could raise cost of U.S. allergies| Reuters [link],1,0.8037
Spring storm season starting a little late this year???  Must be global warming!,1,0.6128
Kenya: Extreme Weather Tests Pastoralist Perceptions: The effects of climate change - such as drought... [link],1,0.7933
"Climate Change is Not Just About the Climate, it is About Our Lives : TreeHugger [link]",1,1
All 30 Major League Baseball Teams Throw Curve to Climate Change Deniers [link],1,0.6015
Climate Change - 100 Endangered Places and How to Save Them - Newsweek [link],1,0.8172
Tip of the Day: Plant One Tree on your Birthday - Plants absorb CO2 which helps reduce Global Warming.,1,1
United States Must Lead on Climate Change À_ Kerry; Climate and Energy Bill Has Multiple Benefits #green [link],1,0.7759
"Green:Net: How the Internet, Computing Can Fight Climate Change [link]",1,0.7693
"3,000 Businesses Create New Ad for Climate Change Action : CleanTechnica [link]",2,1
"Green:Net: How the Internet, Computing Can Fight Climate Change: The Internet, software, computing... [link]",1,1
Leaked U.S. Document Calls For À_Global RegimeÀ_ To Tackle Climate Change [link],1,0.6042
Climate Change - 100 Endangered Places and How to Save Them - Newsweek [link],1,0.7797
Reinvent Cities to Stop Climate Change [link],1,1
Climate Change Continues To Melt Glacier National Park's Icons | National P.. [link],1,1
Climate Change - 100 Endangered Places and How to Save Them - Newsweek [link],1,0.8165
Climate Change - 100 Endangered Places and How to Save Them - Newsweek [link],1,0.8106
Abu Dhabi faces climate change flood threat - expert - Culture & Society - Arabia.. [link],1,1
"China active, serious in tackling climate change, says vice president | Humani.. [link]",2,0.6523
"You and Us and Me - China active, serious in tackling climate change, says vic.. [link]",1,0.8122
Study: SE Asia will be hit hard by climate change [link],1,0.798
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1,1
Obama: China Must Act Soon on Climate Change [link],1,0.6099
"If capitalism doesnÀ_t end climate change, climate change will end capitalism - #degrowth [link]",1,1
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1,0.8123
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1,0.8221
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1,0.8878
Demand Congress take action on climate change. Pls sign the petition. [link],1,0.8305
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1,1
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1,1
Carbon Age is killing us. Climate change legislation now: [link],1,0.7971
Obama says in TV interview that 'we can't allow China to wait' on tackling climate change [link],2,0.7879
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1,1
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1,1
Government Claims Global Warming May Cause Cancer [link],1,0.6207
Government Claims Global Warming May Cause Cancer [link],1,1
Protect Wildlife Habitat from Climate Change: [link],1,1
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1,0.8123
Plan B: California Braces for Climate Change [link],1,0.8165
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1,0.6155
Nine scenarios for imminent apocalypseÀ_only one is global warming [link],1,0.7835
"If capitalism doesnÀ_t end climate change, climate change will end capitalism - #degrowth [link]",1,1
DC: *FT Work for Greenpeace to STOP GLOBAL WARMING - $12-$13/hr*: Get Involved! Call now 202-595-3368 Greenpeac... [link],1,0.9174
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1,1
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1,0.8043
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1,1
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1,1
"Government Report Says Global Warming May Cause Cancer, Mental Illness.  CNSNews.com -  [link]",1,0.5864
SEC warns publically held companies to advise investors of risks of #climate change. [link],1,0.5768
Save the Whales and They'll Save Us from Global Warming [link],1,1
"Al Gore @ #IRA ""If a snake were coming up the aisle, there wouldn't be a long debate about what to do."" And we dawdle about climate change.",1,0.6285
We should be leaders on climate change but it is always put on the back burner... [link],1,1
RT @WWF_Climate    RT @CarbonDiplomacy Grapes of Wrath: How much trouble does #climate change mean for agriculture? [link],2,0.5932
Got Allergies? -- By: Jonah Goldberg: Blame global warming. From Time magazine: Allergies Worse Than Ever? Blame ... [link],1,0.8068
Climate change and Why Your Allergies Are Getting Worse [link],1,1
Watch PBS 'Dimming the Sun' for more on this #NPR: Could Cleaner Air Actually Intensify Global Warming?-More at [link],1,0.6058
RT @CHIoxfamaction: People in poor countries are 20 times more likely to be affected by disasters caused by climate change than those in the developed world,1,1
Got Allergies? -- By: Jonah Goldberg: Blame global warming. From Time magazine: Allergies Worse Than Ever? Blame ... [link],1,0.8098
Italy: PhD Programme in Science and Management of Climate Change ...: PhD Programme in Science and Management of C... [link],2,0.5911
Oxfam: Climate change devastating rural Ethiopian communities. [link],1,1
Alexi @Giannoulias believes in putting a price on global warming pollutants to spur development of alternative technology #p2 #ilsen,1,0.6058
Go for the green! Olympic athletes push for climate change action -- [link],2,0.6812
DC: *FT Work for Greenpeace to STOP GLOBAL WARMING - $12-$13/hr*:Get Involved! Call now 202-595-3368 Greenpeace... [link],1,0.8206
Health effects are a big deal. RT @EPSclimate: Impacts of Climate Change Extend to Human Health [link],1,1
Climate change causing change in ocean chemistry at unprecedented rate. [link],1,1
Global warming can be good for [link],1,1
Allergies Worse Than Ever? Blame Global Warming (Time.com) [link],1,0.7953
"RT @arkarthick: Bats, Birds & Lizards Can Fight #Climate Change (Wired) [link]",1,0.6008
For #EarthDay Global warming could affect patient symptoms [link],1,1
Just signed an #earthday petition to take action on climate change via @rockthevote: [link],1,1
Treating Climate Change as a Curable Disease [link],1,0.6413
"Global warming: Believe it - Vallejo Times-Herald: Your editorial on global warming (""Keeping the debate honest,"" ... [link]",1,0.8037
See how CCX Member Motorola is working to be part of the solution in addressing the climate change challenge: [link],1,1
RT @manyko2: Bolivian President Blames Capitalism for Global Warming [link],2,0.5048
Interesting point re: why macro-probs like global warming are never solved: politicians need only solve immediate probs for re-election,1,0.7949
RT @MotherJones: Yet another gift from global warming: increased allergy attacks [link],1,1
Global Climate Change Effects on the Mid-Continent (Download to view animations) [link],1,0.6272
"Are you ready for climate change, if so let your lawmakers know, how tell them sign petitions, drop a hint :)",1,1
UMC Expands Climate Change Policy and Carbon Emission Reduction Goals [link],1,0.7894
RT @Drudge_Report: STATE DEPT. DECLARES:   'Global warming unequivocal and primarily human-induced'... [link],1,0.7919
"Allergies Worse Than Ever? Blame Global Warming: Thanks to an unusually cold and snowy winter, followed by an earl... [link]",1,1
Ridiculous: giving a climate change denier a nature show? Keep Sarah Palin off #Discovery: [link],1,0.5906
Report: #Allergy Season to Get Worse with #Climate Change read from @time this really sucks for me: [link],1,0.6058
CODA Automotive Lauded for Innovation and Technology Efforts to Combat Climate Change and Air Pollution [link],1,1
Report Claims Climate Change Is To Blame For Increase Of Allergies [link],1,0.8026
Report Claims Climate Change Is To Blame For Increase Of Allergies [link],1,0.8039
Tulips in mid-April in Chicago? Love the global warming. [link],1,1
"Global warming will make allergies worse for 25 million Americans, hitting those with asthma hardest: WWF (ClimateWire) #globalwarming",1,1
"85 degrees in April eh? Hellooo global warming, nice to meet u",1,1
"Rejoice, NY Times mentions crop wild relatives in article about adapting agriculture to climate change [link]",1,1
